,순위,선수명,팀명,타율,경기수,타석,타수,득점,안타,2루타,3루타,홈런,루타,타점,희생번트,희생플라이,선수ID,생년월일,신장,체중,입단계약금,연봉,지명순위,볼넷,고의사구,사구,삼진,병살타,장타율,출루율,실책,도루성공률,멀티히트,출루율add장타율,득점권타율,대타타율,사진URL
159,24,김규성,KIA,0.187,63,146,123,14,23,2,1,2,33,7,9,0,66614,1997년 03월 08일,183cm,73kg,4000만원,2900만원,16 KIA 2차 7라운드 63순위,13,0,1,29,1,0.268,0.270,3,50.0,5,0.538,0.185,0.000,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2020/66614.jpg
160,25,최정용,KIA,0.174,31,49,46,4,8,1,0,1,12,4,1,0,65464,1996년 10월 24일,178cm,75kg,11000만원,3600만원,15 삼성 2차 2라운드 15순위,2,0,0,13,0,0.261,0.208,1,-,1,0.469,0.125,0.167,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2020/65464.jpg
161,26,문선재,KIA,0.167,15,6,6,1,1,0,0,0,1,0,0,0,79113,1990년 05월 20일,185cm,91kg,5000만원,4500만원,09 LG 2차 7라운드 52순위,0,0,0,2,0,0.167,0.167,0,-,0,0.334,0.000,0.000,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2020/79113.jpg
162,27,장영석,KIA,0.129,11,37,31,1,4,0,0,0,4,2,0,1,79334,1990년 05월 14일,186cm,100kg,13000만원,7500만원,09 히어로즈 2차 1라운드 3순위,4,0,1,7,3,0.129,0.243,3,-,0,0.372,0.125,0.000,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2020/79334.jpg
163,28,이우성,KIA,0.120,29,31,25,4,3,1,0,0,4,1,0,0,63260,1994년 07월 17일,182cm,95kg,12000만원,4000만원,13 두산 2라운드 15순위,4,0,2,6,0,0.160,0.290,0,-,0,0.450,0.000,0.200,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2020/63260.jpg
164,29,박민,KIA,0.000,6,2,1,1,0,0,0,0,0,0,0,0,50657,2001년 06월 05일,184cm,84kg,15000만원,2700만원,20 KIA 2차 1라운드 6순위,1,0,0,1,0,0.000,0.500,1,-,0,0.500,0.000,0.000,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2020/50657.jpg
165,29,이정훈,KIA,0.000,3,4,4,0,0,0,0,0,0,0,0,0,67644,1994년 12월 07일,185cm,90kg,3000만원,3000만원,17 KIA 2차 10라운드 94순위,0,0,0,2,0,0.000,0.000,0,-,0,0.000,0.000,0.000,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2020/67644.jpg
166,1,로하스,KT,0.341,95,424,384,79,131,28,1,33,260,91,0,3,67025,1990년 05월 24일,189cm,102kg,100000달러,800000달러,17 KT 자유선발,34,2,3,97,8,0.677,0.396,3,0.0,40,1.073,0.330,0.000,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2020/67025.jpg
167,2,허도환,KT,0.324,30,38,34,1,11,0,0,0,11,4,0,0,77243,1984년 07월 31일,176cm,87kg,,6500만원,03 두산 2차 7라운드 56순위,3,0,1,9,1,0.324,0.395,2,-,2,0.719,0.364,0.000,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2020/77243.jpg
168,3,강백호,KT,0.314,80,352,309,59,97,22,1,16,169,54,0,3,68050,1999년 07월 29일,184cm,98kg,45000만원,21000만원,18 KT 2차 1라운드 1순위,38,3,2,61,5,0.547,0.389,4,66.7,27,0.936,0.235,0.500,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2020/68050.jpg
169,4,배정대,KT,0.311,95,403,350,59,109,22,3,10,167,44,4,2,64166,1995년 06월 12일,185cm,80kg,15000만원,4800만원,14 LG 2차 1라운드 3순위,44,0,3,91,6,0.477,0.391,4,64.0,30,0.868,0.279,0.000,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2020/64166.jpg
170,5,조용호,KT,0.306,87,310,265,50,81,11,0,0,92,19,1,1,64868,1989년 09월 09일,170cm,75kg,,7000만원,14 SK 육성선수,41,0,2,55,5,0.347,0.401,1,80.0,19,0.748,0.343,0.444,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2020/64868.jpg
171,6,황재균,KT,0.298,85,376,339,66,101,27,2,12,168,57,2,2,76313,1987년 07월 28일,183cm,96kg,6000만원,120000만원,06 현대 2차 3라운드 24순위,30,0,3,59,6,0.496,0.358,6,63.6,29,0.854,0.277,1.000,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2020/76313.jpg
172,7,장성우,KT,0.288,89,302,260,26,75,9,0,8,108,58,8,5,78548,1990년 01월 17일,187cm,100kg,20000만원,13500만원,08 롯데 1차,28,0,1,40,11,0.415,0.354,2,-,20,0.769,0.329,0.400,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2020/78548.jpg
173,8,유한준,KT,0.284,78,298,268,37,76,13,0,8,113,41,1,0,74339,1981년 07월 01일,186cm,97kg,6000만원,50000만원,00 현대 2차 3라운드 20순위,29,2,0,35,7,0.422,0.354,0,-,18,0.776,0.308,0.143,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2020/74339.jpg
174,9,김민혁,KT,0.277,75,186,166,30,46,4,2,4,66,19,1,1,64004,1995년 11월 21일,181cm,71kg,6000만원,9000만원,14 KT 2차 6라운드 56순위,18,0,0,31,2,0.398,0.346,4,66.7,12,0.744,0.217,0.143,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2020/64004.jpg
175,10,박경수,KT,0.269,83,277,234,27,63,10,0,10,103,45,2,4,73113,1984년 03월 31일,178cm,80kg,43000만원,40000만원,03 LG 1차,33,2,4,72,9,0.440,0.364,6,0.0,14,0.804,0.290,0.154,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2020/73113.jpg
176,11,강현우,KT,0.240,22,27,25,2,6,2,0,1,11,3,0,0,50066,2001년 04월 13일,180cm,90kg,15000만원,2700만원,20 KT 2차 1라운드 2순위,2,0,0,6,1,0.440,0.296,0,-,1,0.736,0.400,0.000,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2020/50066.jpg
177,12,강민국,KT,0.229,47,51,48,8,11,0,0,0,11,5,2,0,64906,1992년 01월 10일,176cm,80kg,20000만원,4000만원,14 NC 1차,1,0,0,10,0,0.229,0.245,4,-,2,0.474,0.556,0.000,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2020/64906.jpg
178,13,심우준,KT,0.226,95,359,318,37,72,8,3,3,95,34,9,3,64006,1995년 04월 28일,183cm,75kg,13000만원,13000만원,14 KT 2차 특별 14순위,27,0,2,67,5,0.299,0.289,13,66.7,18,0.588,0.250,0.000,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2020/64006.jpg
179,14,박승욱,KT,0.224,56,91,76,13,17,1,1,1,23,5,1,1,62802,1992년 12월 04일,184cm,85kg,8000만원,8000만원,12 SK 3라운드 31순위,10,0,3,24,1,0.303,0.333,5,80.0,3,0.636,0.143,0.250,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2020/62802.jpg
180,15,천성호,KT,0.213,51,69,61,9,13,3,0,0,16,1,0,0,50054,1997년 10월 30일,183cm,85kg,10000만원,2700만원,20 KT 2차 2라운드 12순위,7,0,1,12,0,0.262,0.304,3,50.0,2,0.566,0.188,0.000,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2020/50054.jpg
181,16,문상철,KT,0.197,36,72,66,12,13,2,0,2,21,9,1,1,64007,1991년 04월 06일,184cm,85kg,13000만원,4000만원,14 KT 2차 특별 11순위,4,0,0,19,0,0.318,0.239,1,0.0,5,0.557,0.158,0.000,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2020/64007.jpg
182,17,이홍구,KT,0.194,33,71,62,4,12,1,0,2,19,5,0,1,63634,1990년 12월 11일,180cm,95kg,11000만원,9000만원,13 KIA 2라운드 14순위,6,0,2,20,3,0.306,0.282,1,-,3,0.588,0.143,0.500,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2020/63634.jpg
183,18,김병희,KT,0.176,13,17,17,2,3,0,0,1,6,1,0,0,64014,1990년 12월 06일,180cm,82kg,13000만원,3000만원,14 KT 2차 특별 13순위,0,0,0,5,0,0.353,0.176,1,-,1,0.529,0.000,0.000,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2020/64014.jpg
184,19,송민섭,KT,0.111,72,31,27,8,3,0,0,0,3,1,1,1,64012,1991년 08월 02일,177cm,80kg,,4700만원,14 KT 육성선수,2,0,0,10,0,0.111,0.167,0,66.7,0,0.278,0.000,0.000,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2020/64012.jpg
185,20,김영환,KT,0.000,10,10,9,0,0,0,0,0,0,0,1,0,63448,1993년 01월 31일,178cm,74kg,,3300만원,13 삼성 2라운드 11순위,0,0,0,3,0,0.000,0.000,0,-,0,0.000,0.000,0.000,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2020/63448.jpg
186,20,김태훈,KT,0.000,2,3,3,0,0,0,0,0,0,0,0,0,65040,1996년 03월 31일,177cm,78kg,6000만원,2900만원,15 KT 2차 5라운드 53순위,0,0,0,1,0,0.000,0.000,0,-,0,0.000,0.000,0.000,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2020/65040.jpg
187,20,홍현빈,KT,0.000,3,1,1,0,0,0,0,0,0,0,0,0,67005,1997년 08월 29일,174cm,70kg,9000만원,2900만원,17 KT 2차 3라운드 21순위,0,0,0,1,0,0.000,0.000,0,-,0,0.000,0.000,0.000,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2020/67005.jpg
188,1,김현수,LG,0.345,99,436,391,73,135,27,1,20,224,84,0,3,76290,1988년 01월 12일,188cm,100kg,,130000만원,06 두산 육성선수,40,7,2,37,8,0.573,0.406,1,0.0,40,0.979,0.483,0.000,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2020/76290.jpg
189,2,손호영,LG,0.345,19,30,29,8,10,2,0,0,12,2,0,0,50150,1994년 08월 23일,182cm,88kg,,2700만원,20 LG 2차 3라운드 23순위,1,0,0,6,2,0.414,0.367,2,100.0,3,0.781,0.444,0.000,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2020/50150.jpg
190,3,김용의,LG,0.316,72,60,57,18,18,1,1,1,24,11,1,1,78217,1985년 08월 20일,187cm,74kg,5000만원,10500만원,08 두산 2차 4라운드 29순위,1,0,0,11,1,0.421,0.322,0,66.7,2,0.743,0.350,0.375,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2020/78217.jpg
191,4,이형종,LG,0.312,39,162,141,24,44,7,2,8,79,22,0,0,78135,1989년 06월 07일,183cm,80kg,43000만원,20000만원,08 LG 1차,17,0,4,26,3,0.560,0.401,4,100.0,12,0.961,0.290,0.500,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2020/78135.jpg
192,5,박용택,LG,0.305,58,168,154,19,47,11,0,2,64,28,0,3,72133,1979년 04월 21일,185cm,90kg,30000만원,80000만원,98 LG 2차우선,11,0,0,26,6,0.416,0.345,0,100.0,8,0.761,0.333,0.250,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2020/72133.jpg
193,6,라모스,LG,0.296,93,388,341,58,101,14,1,30,207,67,0,4,50165,1994년 12월 28일,193cm,115kg,50000달러,300000달러,20 LG 자유선발,40,4,3,105,6,0.607,0.371,4,100.0,28,0.978,0.266,0.000,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2020/50165.jpg
194,7,김민성,LG,0.293,55,212,188,19,55,13,0,3,77,34,2,3,77564,1988년 12월 17일,181cm,94kg,10000만원,40000만원,07 롯데 2차 2라운드 13순위,17,0,2,38,8,0.410,0.352,4,100.0,15,0.762,0.353,0.000,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2020/77564.jpg
195,8,채은성,LG,0.288,78,335,302,45,87,13,1,9,129,65,0,4,79192,1990년 02월 06일,186cm,92kg,,32000만원,09 LG 육성선수,23,1,6,58,8,0.427,0.346,0,0.0,27,0.773,0.379,0.250,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2020/79192.jpg
196,9,오지환,LG,0.285,96,396,358,58,102,27,5,9,166,51,5,4,79109,1990년 03월 12일,186cm,80kg,28000만원,60000만원,09 LG 1차,23,1,6,78,3,0.464,0.335,9,77.8,26,0.799,0.280,0.000,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2020/79109.jpg
197,10,이천웅,LG,0.283,59,268,230,39,65,7,1,1,77,27,2,5,61186,1988년 10월 20일,182cm,90kg,,28000만원,11 LG 육성선수,27,0,4,30,2,0.335,0.361,0,54.5,20,0.696,0.333,0.000,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2020/61186.jpg
198,11,홍창기,LG,0.280,90,299,236,58,66,19,5,3,104,22,2,2,66108,1993년 11월 21일,189cm,94kg,8000만원,3800만원,16 LG 2차 3라운드 27순위,53,1,6,56,7,0.441,0.421,2,57.1,19,0.862,0.222,0.143,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2020/66108.jpg
199,12,신민재,LG,0.273,43,12,11,15,3,0,0,0,3,3,0,0,65207,1996년 01월 21일,171cm,67kg,,5000만원,15 두산 육성선수,1,0,0,2,1,0.273,0.333,0,60.0,0,0.606,0.333,0.000,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2020/65207.jpg
200,13,유강남,LG,0.268,94,335,306,40,82,12,0,13,133,62,0,2,61102,1992년 07월 15일,182cm,88kg,4000만원,23000만원,11 LG 7라운드 50순위,18,1,9,69,12,0.435,0.325,1,50.0,18,0.760,0.418,0.429,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2020/61102.jpg
201,14,이성우,LG,0.268,49,66,56,7,15,1,0,3,25,11,4,0,71184,1981년 09월 01일,180cm,91kg,,8000만원,05 SK 육성선수,6,0,0,11,2,0.446,0.339,0,-,2,0.785,0.333,0.000,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2020/71184.jpg
202,15,양석환,LG,0.263,5,21,19,1,5,0,0,1,8,5,0,0,64153,1991년 07월 15일,185cm,90kg,9000만원,21000만원,14 LG 2차 3라운드 28순위,1,0,1,2,0,0.421,0.333,0,-,1,0.754,0.500,0.000,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2020/64153.jpg
203,16,정주현,LG,0.261,90,239,211,35,55,7,4,3,79,27,4,1,79150,1990년 10월 13일,176cm,76kg,6000만원,12500만원,09 LG 2차 5라운드 36순위,22,0,1,44,2,0.374,0.332,5,54.5,15,0.706,0.327,0.000,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2020/79150.jpg
204,17,백승현,LG,0.250,27,39,28,5,7,1,0,0,8,2,6,0,65109,1995년 05월 26일,183cm,78kg,7000만원,3400만원,15 LG 2차 3라운드 30순위,4,0,1,8,0,0.286,0.364,1,-,1,0.650,0.500,0.000,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2020/65109.jpg
205,18,김호은,LG,0.247,54,95,89,12,22,4,0,2,32,8,0,0,66113,1992년 01월 03일,181cm,87kg,5000만원,2700만원,16 LG 2차 7라운드 67순위,4,0,2,9,2,0.360,0.295,1,-,4,0.655,0.227,0.192,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2020/66113.jpg
206,19,정근우,LG,0.232,58,159,138,20,32,2,0,1,37,12,3,1,75808,1982년 10월 02일,172cm,80kg,14000만원,35000만원,05 SK 2차 1라운드 7순위,15,0,2,19,4,0.268,0.314,8,77.8,6,0.582,0.179,0.188,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2020/75808.jpg
207,20,장준원,LG,0.228,35,65,57,9,13,3,0,1,19,6,1,1,64115,1995년 11월 21일,183cm,77kg,10000만원,3400만원,14 LG 2차 2라운드 23순위,6,0,0,7,1,0.333,0.297,0,-,3,0.630,0.167,1.000,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2020/64115.jpg
208,21,전민수,LG,0.200,4,6,5,0,1,0,0,0,1,0,0,0,78361,1989년 03월 18일,177cm,76kg,5500만원,5000만원,08 현대 2차 4라운드 27순위,1,0,0,2,0,0.200,0.333,1,-,0,0.533,0.000,0.000,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2020/78361.jpg
209,22,구본혁,LG,0.188,88,73,64,14,12,0,1,1,17,6,2,0,69100,1997년 01월 11일,177cm,75kg,5000만원,4000만원,19 LG 2차 6라운드 55순위,6,0,1,13,2,0.266,0.268,4,-,3,0.534,0.222,0.000,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2020/69100.jpg
210,23,박재욱,LG,0.167,6,7,6,0,1,0,0,0,1,1,0,0,64100,1995년 12월 06일,180cm,92kg,3000만원,3500만원,14 LG 2차 10라운드 103순위,0,0,1,1,0,0.167,0.286,0,-,0,0.453,1.000,0.000,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2020/64100.jpg
211,24,이재원,LG,0.050,14,21,20,1,1,0,0,0,1,0,0,0,68106,1999년 07월 17일,192cm,100kg,10000만원,2700만원,18 LG 2차 2라운드 17순위,1,0,0,11,0,0.050,0.095,1,-,0,0.145,0.000,0.000,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2020/68106.jpg
212,25,최재원,LG,0.000,6,6,6,0,0,0,0,0,0,0,0,0,63913,1990년 07월 30일,183cm,81kg,4000만원,6000만원,13 NC 8라운드 67순위,0,0,0,4,1,0.000,0.000,0,-,0,0.000,0.000,0.000,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2020/63913.jpg
213,25,한석현,LG,0.000,9,3,2,3,0,0,0,0,0,0,0,0,64101,1994년 05월 17일,181cm,73kg,5000만원,2700만원,14 LG 2차 5라운드 48순위,1,0,0,1,0,0.000,0.333,0,100.0,0,0.333,0.000,0.000,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2020/64101.jpg
214,1,김기환,NC,0.500,4,2,2,1,1,1,0,0,2,0,0,0,65462,1995년 08월 25일,182cm,74kg,9000만원,2700만원,15 삼성 2차 3라운드 32순위,0,0,0,0,0,1.000,0.500,0,-,0,1.500,0.000,1.000,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2020/65462.jpg
215,2,최정원,NC,0.381,15,27,21,5,8,3,1,0,13,2,1,0,69992,2000년 06월 24일,176cm,70kg,5000만원,2700만원,19 NC 2차 7라운드 67순위,5,0,0,5,0,0.619,0.500,1,100.0,0,1.119,0.500,0.500,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2020/69992.jpg
216,3,강진성,NC,0.337,80,294,270,44,91,19,0,12,146,54,2,5,62925,1993년 10월 19일,180cm,81kg,7000만원,3800만원,12 NC 4라운드 33순위,12,0,5,30,5,0.541,0.370,3,83.3,24,0.911,0.361,0.556,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2020/62925.jpg
217,4,박민우,NC,0.333,77,325,288,50,96,18,2,4,130,33,1,6,62907,1993년 02월 06일,185cm,80kg,16000만원,52000만원,12 NC 1라운드 9순위,26,2,4,29,6,0.451,0.389,5,66.7,27,0.840,0.414,0.500,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2020/62907.jpg
218,5,이명기,NC,0.325,89,353,317,55,103,14,2,1,124,36,2,3,76849,1987년 12월 26일,183cm,87kg,3000만원,24000만원,06 SK 2차 8라운드 63순위,29,0,2,52,5,0.391,0.382,1,66.7,29,0.773,0.324,0.143,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2020/76849.jpg
219,6,나성범,NC,0.318,90,415,371,81,118,26,2,27,229,84,0,1,62947,1989년 10월 03일,183cm,100kg,30000만원,50000만원,12 NC 2라운드 10순위,36,1,7,109,6,0.617,0.388,0,0.0,39,1.005,0.330,0.000,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2020/62947.jpg
220,7,양의지,NC,0.311,83,330,283,51,88,19,0,16,155,70,1,5,76232,1987년 06월 05일,179cm,85kg,3000만원,200000만원,06 두산 2차 8라운드 59순위,29,2,12,29,9,0.548,0.392,1,100.0,25,0.940,0.407,0.222,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2020/76232.jpg
221,8,알테어,NC,0.299,89,354,318,65,95,15,5,21,183,78,0,2,50923,1991년 01월 14일,196cm,97kg,200000달러,800000달러,20 NC 자유선발,26,1,8,99,7,0.575,0.364,0,83.3,26,0.939,0.348,0.000,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2020/50923.jpg
222,9,모창민,NC,0.297,50,122,118,8,35,10,1,2,53,8,0,0,78813,1985년 05월 08일,188cm,89kg,12000만원,30000만원,08 SK 2차 1라운드 3순위,4,1,0,18,3,0.449,0.320,1,-,8,0.769,0.250,0.333,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2020/78813.jpg
223,10,김형준,NC,0.290,19,32,31,2,9,0,0,0,9,3,0,0,68912,1999년 11월 02일,187cm,98kg,15000만원,5000만원,18 NC 2차 1라운드 9순위,1,0,0,8,0,0.290,0.313,0,-,2,0.603,0.400,0.286,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2020/68912.jpg
224,11,김태군,NC,0.289,56,97,83,13,24,6,0,1,33,17,6,1,78122,1989년 12월 30일,182cm,92kg,8000만원,20000만원,08 LG 2차 3라운드 17순위,3,0,4,13,3,0.398,0.341,2,-,4,0.739,0.348,0.000,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2020/78122.jpg
225,12,박석민,NC,0.284,86,307,243,40,69,7,0,10,106,44,2,3,74465,1985년 06월 22일,178cm,88kg,18000만원,70000만원,04 삼성 1차,49,2,9,41,4,0.436,0.418,12,0.0,10,0.854,0.324,0.571,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2020/74465.jpg
226,13,노진혁,NC,0.279,87,319,287,48,80,14,2,15,143,59,1,0,62931,1989년 07월 15일,184cm,80kg,8000만원,14000만원,12 NC 특별 20순위,30,1,1,66,7,0.498,0.349,5,0.0,24,0.847,0.368,0.167,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2020/62931.jpg
227,14,이원재,NC,0.274,36,79,73,10,20,4,2,1,31,5,1,0,62025,1989년 05월 20일,186cm,86kg,,7100만원,13 NC 육성선수,5,1,0,17,2,0.425,0.321,1,100.0,5,0.746,0.188,0.083,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2020/62025.jpg
228,15,김찬형,NC,0.264,47,60,53,8,14,4,0,0,18,6,2,1,66917,1997년 12월 29일,182cm,80kg,5000만원,5800만원,16 NC 2차 6라운드 53순위,3,0,1,8,0,0.340,0.310,6,50.0,1,0.650,0.313,0.167,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2020/66917.jpg
229,16,권희동,NC,0.262,79,279,225,43,59,10,0,10,99,35,5,2,63963,1990년 12월 30일,177cm,85kg,3000만원,13500만원,13 NC 9라운드 84순위,40,0,7,50,5,0.440,0.387,2,100.0,11,0.827,0.309,0.444,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2020/63963.jpg
230,17,김준완,NC,0.240,38,59,50,7,12,0,0,1,15,5,0,0,63920,1991년 01월 20일,174cm,75kg,,8000만원,13 NC 육성선수,9,0,0,8,3,0.300,0.356,0,-,0,0.656,0.176,0.500,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2020/63920.jpg
231,18,김성욱,NC,0.238,62,116,101,18,24,4,0,3,37,11,3,0,62934,1993년 05월 01일,181cm,83kg,7000만원,12000만원,12 NC 3라운드 32순위,9,0,3,21,0,0.366,0.319,0,63.6,6,0.685,0.389,0.143,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2020/62934.jpg
232,19,지석훈,NC,0.194,45,80,67,16,13,5,0,1,21,8,1,2,73306,1984년 03월 17일,181cm,74kg,25000만원,12500만원,03 현대 2차 1라운드 6순위,8,0,2,16,4,0.313,0.291,2,100.0,2,0.604,0.200,0.000,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2020/73306.jpg
233,20,박준영,NC,0.171,19,38,35,4,6,4,0,0,10,3,0,0,66928,1997년 08월 05일,181cm,75kg,20000만원,2700만원,16 NC 1차,1,0,2,11,2,0.286,0.237,1,100.0,1,0.523,0.300,0.167,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2020/66928.jpg
234,21,이상호,NC,0.091,54,47,44,14,4,0,0,0,4,0,1,0,60566,1989년 02월 05일,180cm,82kg,,10000만원,10 롯데 육성선수,2,0,0,4,2,0.091,0.130,1,75.0,0,0.221,0.125,0.000,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2020/60566.jpg
235,22,서호철,NC,0.000,2,8,8,0,0,0,0,0,0,0,0,0,69995,1996년 10월 16일,179cm,85kg,3000만원,3000만원,19 NC 2차 9라운드 87순위,0,0,0,2,0,0.000,0.000,0,-,0,0.000,0.000,0.000,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2020/69995.jpg
236,22,유영준,NC,0.000,4,3,3,0,0,0,0,0,0,0,0,0,63903,1994년 07월 13일,183cm,79kg,6000만원,2800만원,13 NC 5라운드 48순위,0,0,0,0,0,0.000,0.000,0,-,0,0.000,0.000,0.000,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2020/63903.jpg
237,1,채태인,SK,0.297,53,148,128,8,38,2,0,6,58,21,0,0,77463,1982년 10월 11일,187cm,94kg,10000만원,10000만원,07 해외진출선수 특별지명,20,2,0,25,3,0.453,0.392,0,-,9,0.845,0.375,0.200,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2020/77463.jpg
238,2,오준혁,SK,0.291,53,126,117,17,34,7,0,3,50,14,0,0,61743,1992년 03월 11일,187cm,80kg,3000만원,3000만원,11 한화 8라운드 64순위,8,0,1,29,0,0.427,0.341,0,0.0,8,0.768,0.229,0.316,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2020/61743.jpg
